City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country Name,Date
277,shingu,33.7333,135.9833,91.69,57,67,11.99,JP,1660532242
278,juneau,58.3019,-134.4197,56.41,97,100,3.69,US,1660532211
279,kirakira,-10.4544,161.9205,83.53,70,76,7.45,SB,1660532243
280,akyab,20.15,92.9,81.55,84,100,9.98,MM,1660532244
281,maiduguri,11.8464,13.1603,72.95,90,100,7.9,NG,1660532117
282,klaksvik,62.2266,-6.589,47.32,86,100,6.42,FO,1660532244
283,fortuna,40.5982,-124.1573,61.68,86,100,10.36,US,1660532245
284,coahuayana,18.7333,-103.6833,77.13,92,100,1.61,MX,1660532246
285,nantucket,41.2835,-70.0995,66.16,48,100,7.56,US,1660532011
286,lavumisa,-27.31,31.892,54.63,70,0,3.27,SZ,1660532246
287,hobyo,5.3505,48.5268,76.08,85,100,17.78,SO,1660532247
288,pevek,69.7008,170.3133,33.96,85,87,9.53,RU,1660532247
289,gravdal,68.1214,13.5031,52.93,71,97,9.71,NO,1660532248
290,tabas,33.5959,56.9244,84.22,15,0,1.72,IR,1660532248
291,lavrentiya,65.5833,-171.0,41.76,73,41,5.64,RU,1660532249
292,hofn,64.2539,-15.2082,46.11,69,22,9.8,IS,1660532249
293,acaponeta,22.4964,-105.3594,78.75,88,100,0.43,MX,1660532250
294,gao,16.6362,1.637,88.63,49,48,21.3,ML,1660532250
295,chuy,-33.6971,-53.4616,58.84,86,8,10.13,UY,1660532251
296,kenmare,51.8833,-9.5833,63.07,96,76,3.31,IE,1660532252
297,luanda,-8.8368,13.2343,67.95,86,94,4.61,AO,1660532252
298,pangnirtung,66.1451,-65.7125,42.08,93,100,3.24,CA,1660532253
299,yumen,40.2833,97.2,79.81,19,0,10.74,CN,1660532253
300,imbituba,-28.24,-48.6703,66.09,90,85,15.99,BR,1660532254
301,los llanos de aridane,28.6585,-17.9182,67.12,91,0,11.5,ES,1660532254
302,havelock,34.8791,-76.9013,71.24,85,100,5.73,US,1660532255
303,patna,25.6,85.1167,80.53,94,75,17.27,IN,1660532244
304,viedma,-40.8135,-62.9967,54.27,37,75,18.43,AR,1660532255
305,sistranda,63.7256,8.834,60.76,87,98,6.44,NO,1660532256
306,snezhnogorsk,69.1933,33.2531,33.58,73,75,1.97,RU,1660532257
307,samarai,-10.6167,150.6667,83.52,72,42,9.53,PG,1660532257
308,caravelas,-17.7125,-39.2481,67.87,84,79,5.06,BR,1660532258
309,almaznyy,48.0448,40.045,73.69,31,9,12.3,RU,1660532258
310,lar,26.2039,83.9717,85.42,69,85,24.18,IN,1660532259
311,rapid valley,44.0625,-103.1463,76.3,62,95,5.99,US,1660532259
312,kaitangata,-46.2817,169.8464,50.92,67,98,8.03,NZ,1660532260
313,hay river,60.8156,-115.7999,78.78,50,0,6.91,CA,1660532260
314,sanary-sur-mer,43.1178,5.8001,74.21,68,1,4.41,FR,1660532261
315,rio gallegos,-51.6226,-69.2181,39.25,65,0,18.41,AR,1660532261
316,mahebourg,-20.4081,57.7,68.29,83,75,17.27,MU,1660532113
317,rawson,-43.3002,-65.1023,46.22,46,97,16.6,AR,1660532262
318,karwar,14.8,74.1333,78.28,85,100,8.34,IN,1660532262
319,yar-sale,66.8333,70.8333,48.31,65,55,19.91,RU,1660532263
320,komsomolskiy,40.4272,71.7189,83.12,32,51,4.61,UZ,1660532263
321,coachella,33.6803,-116.1739,100.18,34,57,3.0,US,1660532264
322,rudsar,37.1376,50.288,76.98,71,0,3.4,IR,1660532264
323,ketchikan,55.3422,-131.6461,57.69,97,100,4.88,US,1660532265
324,kaeo,-35.1,173.7833,58.32,94,100,10.92,NZ,1660532265
325,kopavogur,64.1123,-21.913,46.04,61,0,11.5,IS,1660532266
326,raudeberg,61.9875,5.1352,61.47,74,97,7.27,NO,1660532266
327,si bun ruang,16.9667,102.2833,76.93,91,100,1.16,TH,1660532266
328,wau,7.7029,27.9953,68.47,98,100,0.29,SS,1660532267
329,labuhan,-6.8844,112.2051,84.96,68,13,7.85,ID,1660532267
330,kota kinabalu,5.9749,116.0724,89.58,70,20,5.01,MY,1660532171
331,puerto ayacucho,5.6639,-67.6236,73.63,92,97,0.87,VE,1660532268
332,fort nelson,58.8053,-122.7002,69.39,83,75,3.44,CA,1660532231
333,lethem,3.3803,-59.7968,77.4,70,65,5.44,GY,1660532269
334,kati,12.7441,-8.0726,71.01,94,100,1.95,ML,1660532270
335,moron,-34.6534,-58.6198,66.7,83,78,7.92,AR,1660532270
336,amahai,-3.3333,128.9167,79.27,83,100,6.06,ID,1660532270
337,evensk,61.95,159.2333,65.23,67,69,1.68,RU,1660532271
338,paso de los toros,-32.8167,-56.5167,63.34,94,60,11.9,UY,1660532271
339,arlit,18.7369,7.3853,94.98,30,92,8.7,NE,1660532272
340,laguna,38.421,-121.4238,88.39,22,0,10.16,US,1660532273
341,karlskrona,56.1616,15.5866,63.05,96,20,8.88,SE,1660532273
342,yantai,37.5333,121.4,84.15,86,77,14.23,CN,1660532274
343,bolshaya martynovka,47.271,41.6679,78.8,30,7,13.04,RU,1660532274
344,kavieng,-2.5744,150.7967,83.12,67,100,5.44,PG,1660532275
345,independence,39.0911,-94.4155,76.73,72,55,1.01,US,1660532275
346,salinas,36.6777,-121.6555,60.94,78,75,12.66,US,1660531996
347,sinnamary,5.3833,-52.95,77.9,81,86,7.52,GF,1660532276
348,sechura,-5.5569,-80.8222,63.43,85,7,15.97,PE,1660532276
349,petropavlovsk-kamchatskiy,53.0452,158.6483,57.79,100,100,4.47,RU,1660532277
350,coihaique,-45.5752,-72.0662,35.55,87,100,8.05,CL,1660532278
351,bima,-8.4667,118.7167,92.03,45,6,3.27,ID,1660532278
352,guider,9.9342,13.9486,72.5,87,100,6.6,CM,1660532279
353,port blair,11.6667,92.75,84.24,84,40,6.91,IN,1660532279
354,guerrero negro,27.9769,-114.0611,72.81,78,1,16.64,MX,1660532189
355,sao miguel do araguaia,-13.275,-50.1628,76.41,37,6,5.06,BR,1660532280
356,mayo,38.8876,-76.5119,69.76,85,100,4.54,US,1660532280
357,sosva,59.1766,61.8558,51.76,62,15,5.55,RU,1660532281
358,lakatoro,-16.0999,167.4164,78.28,82,100,16.55,VU,1660532281
359,forestville,38.8451,-76.875,67.98,91,0,0.0,US,1660532282
360,walvis bay,-22.9575,14.5053,47.35,93,16,2.3,NA,1660532283
361,richards bay,-28.783,32.0377,60.22,60,60,7.78,ZA,1660532283
362,buala,-8.145,159.5921,84.74,66,37,4.9,SB,1660532284
363,brasilia de minas,-16.2064,-44.4333,62.22,47,0,8.25,BR,1660532284
364,bubaque,11.2833,-15.8333,78.84,82,99,16.17,GW,1660532285
365,kailua,21.4022,-157.7394,81.93,65,100,11.5,US,1660532032
366,kulhudhuffushi,6.6221,73.07,80.8,79,100,9.17,MV,1660532286
367,huty,50.1332,35.3439,72.05,42,88,14.45,UA,1660532286
368,coquimbo,-29.9533,-71.3436,53.33,93,40,3.44,CL,1660532288
369,dohrighat,26.2644,83.5164,84.04,72,96,23.33,IN,1660532288
370,aswan,24.0934,32.907,81.7,34,0,11.5,EG,1660532195
371,san quintin,30.4833,-115.95,71.96,82,2,5.37,MX,1660532289
372,eureka,40.8021,-124.1637,62.26,84,12,4.0,US,1660532289
373,abnub,27.2696,31.1511,79.02,47,0,9.82,EG,1660532290
374,neuquen,-38.9516,-68.0591,48.09,49,0,9.22,AR,1660532290
375,mansa,29.9833,75.3833,83.66,76,85,12.8,IN,1660532291
376,khilok,51.3674,110.4676,75.09,39,3,6.31,RU,1660532291
377,zhezkazgan,47.8043,67.7144,67.98,52,0,17.9,KZ,1660532292
378,damaturu,11.747,11.9608,71.46,91,99,8.1,NG,1660532293
379,antofagasta,-23.65,-70.4,56.48,78,41,3.91,CL,1660532293
380,tibati,6.4667,12.6333,65.35,97,100,5.3,CM,1660532294
381,kolpny,52.2282,37.0368,63.18,64,93,7.67,RU,1660532294
382,lai,9.3952,16.2989,71.44,95,100,3.89,TD,1660532294
383,edelira,-26.75,-55.2667,64.24,64,64,5.93,PY,1660532016
384,araouane,18.9048,-3.5265,95.38,23,26,6.46,ML,1660532295
385,inirida,3.8653,-67.9239,72.25,95,62,2.44,CO,1660532296
386,port lincoln,-34.7333,135.8667,54.86,83,97,11.81,AU,1660532296
387,clyde river,70.4692,-68.5914,39.43,93,0,6.91,CA,1660532297
388,gimli,50.6336,-96.9907,67.51,90,16,10.49,CA,1660532163
389,turan,16.0678,108.2208,91.38,55,20,1.14,VN,1660532188
390,nogales,31.3086,-110.9422,74.3,83,75,0.0,MX,1660532081
391,north bend,43.4065,-124.2243,61.92,100,4,1.01,US,1660532298
392,nouakchott,18.0858,-15.9785,80.53,86,30,12.75,MR,1660532299
393,kungurtug,50.5994,97.5228,66.58,44,50,1.34,RU,1660532299
394,acapulco,16.8634,-99.8901,80.6,81,99,4.0,MX,1660532300
395,gladstone,-23.85,151.25,71.53,53,0,9.22,AU,1660532153
396,kawalu,-7.3817,108.2082,81.9,73,97,2.28,ID,1660532300
397,shenzhen,22.5455,114.0683,87.91,80,87,2.75,CN,1660532263
398,cody,44.5263,-109.0565,69.01,59,100,14.97,US,1660532005
399,ciudad bolivar,8.1222,-63.5497,78.24,83,100,2.71,VE,1660532302
400,salta,-24.7859,-65.4117,55.99,44,0,5.75,AR,1660532302
401,vao,-22.6667,167.4833,72.99,83,100,24.76,NC,1660532303
402,deputatskiy,69.3,139.9,45.03,75,100,7.7,RU,1660532303
403,ulaangom,49.9811,92.0667,69.49,44,0,3.8,MN,1660532304
404,waingapu,-9.6567,120.2641,85.89,52,24,17.78,ID,1660532202
405,airai,-8.9266,125.4092,73.6,41,57,5.37,TL,1660532217
406,hoa binh,20.8133,105.3383,88.12,72,31,2.71,VN,1660532304
407,bloemfontein,-29.1211,26.214,27.88,80,4,2.3,ZA,1660532305
408,dunedin,-45.8742,170.5036,44.8,25,100,12.41,NZ,1660532196
409,buchanan,5.8808,-10.0467,74.68,92,100,8.12,LR,1660532306
410,cabra,37.4725,-4.4421,70.66,56,0,2.64,ES,1660532306
411,george town,5.4112,100.3354,85.21,75,20,10.36,MY,1660532221
412,mitsamiouli,-11.3847,43.2844,74.07,79,12,13.13,KM,1660532307
413,kifri,34.6959,44.9661,88.54,24,0,10.85,IQ,1660532308
414,zhanaozen,43.3,52.8,85.64,19,0,5.77,KZ,1660532308
415,nongstoin,25.5167,91.2667,74.12,71,27,4.32,IN,1660532309
416,burns lake,54.2331,-125.7533,65.62,63,84,4.76,CA,1660532309
417,waddan,29.1614,16.139,82.83,33,0,4.59,LY,1660532310
418,santa isabel do rio negro,-0.4139,-65.0192,71.91,97,100,2.93,BR,1660532310
419,urubicha,-15.3833,-62.95,72.88,55,11,3.13,BO,1660532311
420,abu kamal,34.4506,40.9171,80.42,47,0,9.01,SY,1660532311
421,verkhoyansk,67.5447,133.385,66.83,53,62,4.5,RU,1660532312
422,ulladulla,-35.35,150.4667,59.9,45,100,14.45,AU,1660532312
423,xingyi,24.1877,102.817,73.98,75,34,1.5,CN,1660532313
424,tessalit,20.1986,1.0114,92.23,13,14,6.93,ML,1660532313
425,mehamn,71.0357,27.8492,44.55,87,20,6.91,NO,1660532314
426,xique-xique,-10.8218,-42.7263,71.89,66,1,17.56,BR,1660532314
427,bonfim,3.0833,-59.95,76.78,71,83,4.09,BR,1660532315
428,udachnyy,66.4167,112.4,50.45,93,100,13.62,RU,1660532315
429,lewiston,44.1003,-70.2148,62.35,88,0,0.0,US,1660532125
430,estelle,29.8458,-90.1067,82.56,78,31,4.0,US,1660532316
431,qaqortoq,60.7167,-46.0333,43.59,95,30,2.26,GL,1660532317
432,usinsk,65.9939,57.5281,47.05,86,100,14.14,RU,1660532317
433,ribeira grande,38.5167,-28.7,75.29,87,11,7.65,PT,1660532174
434,guadalupe y calvo,26.1,-106.9667,55.54,92,100,4.03,MX,1660532318
435,antalaha,-14.9003,50.2788,66.0,89,69,4.65,MG,1660532318
436,khani,41.9563,42.9566,62.17,53,0,6.06,GE,1660532319
437,kodinsk,58.6881,99.1844,55.6,92,96,8.46,RU,1660532320
438,chernyshevskiy,63.0128,112.4714,51.35,86,100,8.52,RU,1660532321
439,khuzhir,53.1939,107.3397,62.15,72,80,7.94,RU,1660532321
440,adolfo lopez mateos,28.4667,-107.3,59.94,78,99,3.24,MX,1660532322
441,chara,56.9064,118.2631,63.72,58,99,0.45,RU,1660532322
442,saravan,39.7196,45.6483,67.6,40,0,5.88,AM,1660532323
443,zhigansk,66.7697,123.3711,59.02,81,99,4.99,RU,1660532323
444,narasannapeta,18.4167,84.05,82.38,76,100,12.41,IN,1660532324
445,auburndale,28.0653,-81.7887,75.88,88,0,3.44,US,1660532055
446,porto walter,-8.2686,-72.7439,73.22,70,0,1.28,BR,1660532325
447,andenes,69.3143,16.1194,46.38,87,75,2.3,NO,1660532325
448,olafsvik,64.8945,-23.7142,46.18,71,28,6.24,IS,1660532326
449,maryville,35.7565,-83.9705,75.97,80,88,8.01,US,1660532326
450,pangoa,-12.1167,-73.0,68.09,93,50,3.02,PE,1660532327
451,burgersdorp,-30.9977,26.3286,30.06,73,51,3.36,ZA,1660532327
452,the valley,18.217,-63.0578,82.26,77,12,5.77,AI,1660532272
453,shenjiamen,29.9576,122.298,83.91,81,80,22.73,CN,1660532328
454,baykit,61.67,96.37,57.38,73,100,9.66,RU,1660532329
455,la macarena,2.1837,-73.7849,70.34,99,97,1.43,CO,1660532329
456,tura,25.5198,90.2201,81.27,74,72,5.44,IN,1660532330
457,nepa nagar,21.4667,76.4,74.01,97,100,5.12,IN,1660532330
458,tilichiki,60.4667,166.1,56.32,86,100,10.65,RU,1660532331
459,timberlake,37.3207,-79.2575,66.94,96,100,1.5,US,1660532331
460,manica,49.0,-1.1667,58.37,98,74,5.08,FR,1660532332
461,kaspiyskiy,45.3929,47.3707,82.94,59,0,21.59,RU,1660532332
462,normandin,48.8333,-72.5321,59.13,82,100,0.0,CA,1660532333
463,coari,-4.085,-63.1414,74.91,81,24,2.19,BR,1660532333
464,aripuana,-9.1667,-60.6333,75.65,54,7,2.86,BR,1660532334
465,axim,4.8699,-2.2405,74.64,88,100,13.58,GH,1660532334
466,kruisfontein,-34.0033,24.7314,47.88,72,68,7.2,ZA,1660532335
467,lorengau,-2.0226,147.2712,84.43,61,100,6.53,PG,1660532335
468,durazno,-33.4131,-56.5006,62.49,93,48,13.94,UY,1660532126
469,champerico,14.3,-91.9167,81.25,76,99,2.57,GT,1660532336
470,visby,57.6409,18.296,65.95,91,92,8.55,SE,1660532337
471,batemans bay,-35.7167,150.1833,61.11,40,89,13.42,AU,1660532337
472,soligalich,59.0778,42.2864,59.81,85,7,2.44,RU,1660532338
473,portsmouth,50.799,-1.0913,61.97,93,93,1.01,GB,1660532203
474,auki,-8.7676,160.7034,84.61,64,57,0.54,SB,1660532338
475,marystown,47.1666,-55.1483,65.53,99,100,9.19,CA,1660532339
476,mackay,-21.15,149.2,78.67,42,16,7.52,AU,1660532325
477,manggar,-2.8833,108.2667,85.55,64,44,4.99,ID,1660532339
478,port macquarie,-31.4333,152.9167,66.88,40,29,4.14,AU,1660532340
479,jiuquan,39.7432,98.5174,78.76,22,49,4.21,CN,1660532341
480,hamilton,39.1834,-84.5333,68.23,92,99,3.0,US,1660532085
481,sungaipenuh,-2.0833,101.3833,76.48,67,98,3.0,ID,1660532341
482,soyo,-6.1349,12.3689,68.36,84,16,3.56,AO,1660532342
483,saint george,37.1041,-113.5841,78.94,61,75,9.22,US,1660532156
484,itambe,-15.245,-40.6244,56.62,96,2,1.19,BR,1660532343
485,abu samrah,35.3029,37.1841,69.96,80,0,10.6,SY,1660532343
486,udimskiy,61.1417,45.9144,54.72,72,17,3.51,RU,1660532344
487,norman wells,65.282,-126.8329,78.84,50,75,8.05,CA,1660532345
488,gasa,31.5,34.4667,69.87,71,0,1.63,PS,1660532345
489,boromlya,50.6184,34.9704,69.03,50,94,13.27,UA,1660532346
490,magadan,59.5667,150.8,65.53,81,86,1.16,RU,1660532346
491,miraflores,19.2167,-98.8083,64.87,95,100,3.87,MX,1660532347
492,olinda,-8.0089,-34.8553,78.53,61,40,8.05,BR,1660532347
493,port hardy,50.6996,-127.4199,59.18,94,75,3.44,CA,1660532348
494,kalmunai,7.4167,81.8167,85.59,65,96,1.81,LK,1660532349
495,port hedland,-20.3167,118.5667,89.65,23,2,14.97,AU,1660532349
496,gusinoye ozero,51.1144,106.2614,72.7,53,13,3.04,RU,1660532350
497,bonavista,48.6499,-53.1147,64.02,99,100,11.74,CA,1660532221
498,waipawa,-41.4122,175.5153,50.52,73,100,3.71,NZ,1660532250
499,springbok,-29.6643,17.8865,39.69,67,97,9.48,ZA,1660532350
500,coos bay,43.3665,-124.2179,62.11,100,5,1.01,US,1660532230
501,ahipara,-35.1667,173.1667,59.5,82,100,12.08,NZ,1660532351
502,grand-santi,4.25,-54.3833,70.92,99,99,2.77,GF,1660532352
503,korla,41.7597,86.1469,88.2,23,54,3.31,CN,1660532352
504,collierville,35.042,-89.6645,79.48,73,0,1.01,US,1660532262
505,manzanillo,20.3433,-77.1167,78.94,81,69,0.74,CU,1660532353
506,tupik,54.4253,119.9327,69.33,58,77,2.37,RU,1660532353
507,sobolevo,54.4299,31.8996,60.98,91,48,6.73,RU,1660532354
508,bambanglipuro,-7.95,110.2833,85.03,65,43,3.13,ID,1660532354
509,kununurra,-15.7667,128.7333,87.78,13,89,10.36,AU,1660532355
510,quincy,42.2529,-71.0023,68.54,70,75,10.36,US,1660532028
511,carmen,18.6333,-91.8333,83.77,77,11,13.78,MX,1660532356
512,mawlaik,23.6333,94.4167,79.02,94,96,0.85,MM,1660532356
513,taoudenni,22.6783,-3.9836,94.33,10,3,11.14,ML,1660532357
514,qandala,11.472,49.8728,88.14,49,100,9.73,SO,1660532357
515,beloha,-25.1667,45.05,64.76,60,34,7.0,MG,1660532232
516,chandbali,20.7833,86.7667,85.17,69,100,13.94,IN,1660532358
517,shadrinsk,56.0852,63.6335,58.91,58,54,6.8,RU,1660532359
518,pakhtakoron,40.1571,68.7466,86.7,19,0,5.99,TJ,1660532359
519,broome,42.2506,-75.833,66.7,64,80,2.46,US,1660532359
520,timra,62.487,17.3257,58.68,94,100,3.44,SE,1660532360
521,digby,44.6169,-65.7655,59.95,95,98,3.02,CA,1660532360
522,bathsheba,13.2167,-59.5167,81.21,78,75,8.05,BB,1660532361
523,albury,-36.0833,146.9167,48.2,100,100,5.75,AU,1660532361
524,varadero,23.1536,-81.2514,81.16,76,32,6.02,CU,1660532362
525,nome,64.5011,-165.4064,54.16,63,6,11.52,US,1660532362
526,guliston,40.4897,68.7842,86.13,18,0,5.06,UZ,1660532359
527,te anau,-45.4167,167.7167,46.24,70,100,0.76,NZ,1660532332
528,ixtapa,20.7,-105.2,76.91,89,100,2.19,MX,1660532363
529,katobu,-4.9408,122.5276,84.72,53,58,9.24,ID,1660532364
530,ouegoa,-20.35,164.4333,76.51,79,100,9.28,NC,1660532364
531,ambulu,-8.345,113.6058,83.8,71,15,4.41,ID,1660532365
532,manokwari,-0.8667,134.0833,83.91,67,95,11.88,ID,1660532365
533,trelew,-43.249,-65.3051,45.88,41,94,15.41,AR,1660532219
534,sao joao da barra,-21.6403,-41.0511,69.44,77,2,16.4,BR,1660532366
535,acari,-15.4311,-74.6158,62.58,71,79,3.67,PE,1660532366
536,el coyote,25.7,-103.2667,82.08,41,70,13.04,MX,1660532367
537,asfi,32.2994,-9.2372,69.13,87,98,13.85,MA,1660532367
538,inta,66.0317,60.1659,49.32,74,97,14.74,RU,1660532368
539,road town,18.4167,-64.6167,82.44,89,40,3.44,VG,1660532335
540,kaka,37.3482,59.6143,85.28,18,0,2.51,TM,1660532369
541,vila franca do campo,37.7167,-25.4333,73.81,94,40,4.63,PT,1660532369
542,natal,-5.795,-35.2094,73.62,83,0,6.91,BR,1660532343
543,mahdalynivka,48.921,34.9156,78.4,27,88,19.08,UA,1660532231
544,marawi,7.9986,124.2928,81.43,55,98,4.59,PH,1660532370
545,safaga,26.7292,33.9365,85.08,40,5,15.61,EG,1660532371
546,jawhar,2.7809,45.5005,72.64,88,100,8.43,SO,1660532371
547,saint-georges,12.0564,-61.7485,83.88,74,40,12.66,GD,1660532372
548,kanalia,39.5,22.8833,63.1,84,6,2.98,GR,1660532372
549,albanel,48.8832,-72.4487,58.98,82,100,0.0,CA,1660532373
550,pirae,-17.5167,-149.5333,82.42,65,75,8.05,PF,1660532373
551,diego de almagro,-26.3667,-70.05,52.27,54,63,1.97,CL,1660532374
552,jijiga,9.35,42.8,62.06,81,83,16.35,ET,1660532374
553,itaituba,-4.2761,-55.9836,73.62,92,100,1.59,BR,1660532181
554,evansville,37.9748,-87.5558,75.2,86,0,4.61,US,1660531739
